row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
1520,747,negative,0,negative,Worst product supplied by Amazon trader.,INFRASTRUCTURE
1524,748,negative,0,negative,Worst phone..Batry bckup is worst.,PHONE
1525,748,negative,0,negative,Suddenly while playing games it stops working,PHONE
1522,748,negative,0,negative,headphone jack also not working,PHONE
1523,748,negative,0,negative,Call quality is worst...my opposite side person unables to hear my voice clearly,PHONE
1526,749,negative,0,negative,Battery back problem,PHONE
1528,750,negative,0,negative,The dual camera setup is just a gimmick and takes ordinary quality photos.,PHONE
1532,750,negative,0,negative,Software experience is not smooth,PHONE
1533,750,negative,0,negative,"Camera which lenovo has boasted of, is poor like all previous lenovo phones",PHONE
1531,750,negative,0,negative,a phone cant be called a killer if it doesnt have the basic function of backlit keys at the bottom.,PHONE
1527,750,negative,0,negative,Dolby atmos sound output is of average quality,PHONE
1529,750,negative,0,negative,The headset volume while on call is very low,PHONE
1530,750,negative,0,negative,the software is a big let down,PHONE
1534,751,negative,0,negative,I have faced phone ringing issue!!,PHONE
1535,752,positive,0,positive,Good,GENERAL_FEEDBACK
1536,753,negative,0,negative,still havn't start using it,GENERAL_FEEDBACK
1537,754,positive,1,positive,Super,GENERAL_FEEDBACK
1538,755,negative,0,negative,Battery heating issues.,PHONE
1539,755,negative,0,negative,Worst phone.,GENERAL_FEEDBACK
1540,755,negative,0,negative,Slowed down drastically.,PHONE
1541,756,negative,0,negative,waste of money,GENERAL_FEEDBACK
1542,757,negative,0,negative,Not a good mobile,GENERAL_FEEDBACK
1543,758,positive,1,positive,Very nice phone.,GENERAL_FEEDBACK
1544,758,positive,1,positive,Camera is very good.,PHONE
1545,758,positive,1,positive,No heating issue.,PHONE
1546,759,negative,0,negative,lenovo making fool to customer through this product.,INFRASTRUCTURE
1547,759,negative,0,negative,"very basic features they have removed like led notification is there but it never works except during charging, no call recording, no shortcuts for screen shot.",PHONE
1548,759,negative,0,negative,Battery and 15% was there then automatically switched off immediately.,PHONE
1551,760,negative,1,negative,if you are not concerned about the camera quality.,PHONE
1550,760,negative,1,positive,it is a decent deal at this price,GENERAL_FEEDBACK
1549,760,negative,1,negative,the price slashed by 1000 in just one month made me think about the brand,INFRASTRUCTURE
1552,761,positive,1,positive,Good phone in this price.,GENERAL_FEEDBACK
1553,762,positive,1,positive,Product is Good,GENERAL_FEEDBACK
1554,762,positive,1,positive,Nice packing,INFRASTRUCTURE
1555,762,positive,1,negative,without earphones,INFRASTRUCTURE
1556,763,negative,0,negative,battary drained fast,PHONE
1557,763,negative,0,negative,it is taking 2 and half hour full charge,PHONE
1558,763,negative,0,negative,weight is more compare todays phone,PHONE
1560,764,negative,0,negative,while charging it getting highly heat,PHONE
1559,764,negative,0,negative,very worst product,GENERAL_FEEDBACK
1561,765,positive,1,positive,Good product,GENERAL_FEEDBACK
1562,766,positive,1,positive,Superb configuration in 14k,PHONE
1563,767,negative,0,negative,THERE IS NO HANDFREE IN BOX,INFRASTRUCTURE
1564,768,positive,1,positive,"No lag, no heating, no battery problems.",PHONE
1565,768,positive,1,positive,"Excellent, fabulous smart phone.",GENERAL_FEEDBACK
1566,769,positive,1,positive,it was OSM ...,GENERAL_FEEDBACK
1567,770,positive,1,positive,Awesome,GENERAL_FEEDBACK
1570,771,negative,0,negative,charging speed getting slow,PHONE
1569,771,negative,0,negative,battrey backup was low like 3000mah,PHONE
1568,771,negative,0,negative,Worst experience after 20-22 days of use,GENERAL_FEEDBACK
1571,772,negative,0,negative,Very bad I just wasted my money,GENERAL_FEEDBACK
1572,773,negative,0,negative,network problem not sporting 4g sim 4g network.,PHONE
1573,773,negative,0,negative,I never got full network in this phone.,PHONE
1574,773,negative,0,negative,Getting heat while charging.,PHONE
1575,774,positive,1,positive,So far no issues with performance .,PHONE
1576,774,positive,1,positive,Best phone in this budget.,GENERAL_FEEDBACK
1577,775,positive,1,positive,SUPER CAMERA,PHONE
1578,775,positive,1,positive,BEST PERFORMANCE,PHONE
1581,776,negative,0,negative,Big phone to keep in pocket.,PHONE
1579,776,negative,0,negative,The phone has some problem with outgoing calls as the recipient is not able to hear clearly.,PHONE
1580,776,negative,0,positive,Memory and speed is good.,PHONE
1582,777,negative,0,negative,Mera bill kho gya hai please mere email par bill bhej dijiye,INFRASTRUCTURE
1583,778,positive,1,positive,i love this mobile,GENERAL_FEEDBACK
1584,778,positive,1,negative,some options are missing like infrad ray,PHONE
1585,778,positive,1,positive,Good mobile,GENERAL_FEEDBACK
1586,779,negative,0,negative,Battery backup is not better,PHONE
1589,780,negative,0,negative,Even the earphone 3.5 jack port is not functioning.,PHONE
1588,780,negative,0,negative,Most of the functions are not working.,PHONE
1587,780,negative,0,negative,Worst Product.,GENERAL_FEEDBACK
1590,781,negative,0,positive,till date is working properly,GENERAL_FEEDBACK
1591,781,negative,0,negative,camera auto focusing & stablity is not good.,PHONE
1592,781,negative,0,negative,regarding the speed it's not the app too fast as compare to first week of the purchase.,PHONE
1593,782,positive,1,positive,This product is Awesome,GENERAL_FEEDBACK
1594,783,negative,0,negative,It's take long time to charge,PHONE
1595,783,negative,0,negative,no battery backup as it have 4000 mAh.,PHONE
1596,783,negative,0,negative,When I charge phone is hitting .,PHONE
1597,784,positive,1,positive,good,GENERAL_FEEDBACK
1598,785,negative,0,negative,Pls don't buy,GENERAL_FEEDBACK
1599,786,positive,1,positive,Great no problem satisfied,GENERAL_FEEDBACK
1600,787,positive,1,positive,Wow so amazing phone,GENERAL_FEEDBACK
1601,788,positive,1,positive,The Lenovo K8 note is really a killer phone,GENERAL_FEEDBACK
1602,788,positive,1,negative,why you used mediatek,PHONE
1603,789,negative,0,negative,Very bad experience with the product,GENERAL_FEEDBACK
1604,789,negative,0,negative,"The mobile is getting very hot while charging, talking on phone, listening of music.",PHONE
1605,790,negative,0,negative,Camera's Qualities very poor,PHONE
1606,790,negative,0,negative,Batteries Draining Very Fast,PHONE
1607,791,positive,1,positive,Super mobile,GENERAL_FEEDBACK
1609,792,negative,0,negative,Heating problem is occurred during little bit heavy use,PHONE
1610,792,negative,0,negative,It is heated up drastically on calling.,PHONE
1608,792,negative,0,negative,"Camera is not good as of 13 mp, specially front one is worst.",PHONE
1611,793,negative,0,negative,As per commitment not received idea data 122 GB,INFRASTRUCTURE
1612,794,negative,0,negative,so so,GENERAL_FEEDBACK
1613,795,positive,1,positive,Good phone in this price,GENERAL_FEEDBACK
1614,796,positive,0,positive,the most desirable phone for Photoholics,PHONE
1615,796,positive,0,positive,Awesome camera configurations,PHONE
1616,796,positive,0,negative,heating problem is an issue that is to be considered.,PHONE
1617,797,negative,0,negative,Screen was broken.,PHONE
1618,797,negative,0,negative,didn't get any positive resonde,INFRASTRUCTURE
1619,798,positive,1,positive,Received with no issues and on time.,INFRASTRUCTURE
1620,799,negative,0,negative,Phone/charger not working properly,PHONE
1621,800,negative,0,negative,Lots of issues with Lenovo k8 vibe.,GENERAL_FEEDBACK
1622,800,negative,0,negative,As there is network issue with this mobile.,PHONE
1623,801,negative,0,negative,It gets over heated during short usage,PHONE
1624,801,negative,0,positive,it's performance is very good no lag in between usage works perfectly,PHONE
1625,802,positive,1,positive,great product.,GENERAL_FEEDBACK
1626,803,negative,0,negative,many features missing,PHONE
1627,803,negative,0,negative,Do not buy this phone,GENERAL_FEEDBACK
1628,803,negative,0,negative,not at Al worth to buy for that price,GENERAL_FEEDBACK
1629,804,positive,1,positive,Exlent,GENERAL_FEEDBACK
1630,805,negative,0,negative,camera qualiy is awful.,PHONE
1631,805,negative,0,negative,Sound exp was very poor,PHONE
1632,805,negative,0,negative,Its very bad,GENERAL_FEEDBACK
1633,806,negative,0,negative,Battery backup low,PHONE
1634,806,negative,0,negative,heating to much during net and charge,PHONE
1635,807,positive,1,positive,It's awesome,GENERAL_FEEDBACK
1636,808,negative,0,negative,It hangs,PHONE
1637,808,negative,0,negative,camera effect less,PHONE
1638,809,positive,1,positive,Awesome phone.....very good experience,GENERAL_FEEDBACK
1639,810,negative,0,negative,phone over heat,PHONE
1640,811,negative,1,positive,Phone is to good,GENERAL_FEEDBACK
1641,811,negative,1,negative,but heting,PHONE
1642,812,positive,1,positive,Good mobile.,GENERAL_FEEDBACK
1643,813,negative,0,negative,Then why you are mentioning it as with system update.,PHONE
1644,813,negative,0,negative,the warranty expires in 8 days,INFRASTRUCTURE
1645,814,negative,0,positive,Over all performance is good,PHONE
1646,814,negative,0,negative,phone is getting heated up when plugged into charging,PHONE
1651,815,negative,0,negative,Heating and hanging is another problem,PHONE
1650,815,negative,0,negative,Unable Wifi connections though strong Wifi,PHONE
1649,815,negative,0,negative,No Parallel apps options,PHONE
1648,815,negative,0,negative,Primary camera not worthy,PHONE
1647,815,negative,0,negative,Cast screen not able to detect any smart TV's,PHONE
1652,816,negative,1,negative,I thought I'll b getting earphones with the box but it's just a phone,INFRASTRUCTURE
1653,817,positive,1,positive,Superbbb!!,GENERAL_FEEDBACK
1654,818,positive,1,positive,Excellent in all respect.,GENERAL_FEEDBACK
1655,819,negative,0,negative,Finger print scanner has stopped working,PHONE
1656,820,positive,0,positive,Ok,GENERAL_FEEDBACK
1657,821,negative,0,negative,From the very next day the finger print lock sensor Of the handset stopped working.,PHONE
1658,822,negative,0,negative,Network and battery heating prob,PHONE
1659,823,negative,0,negative,Data cable of this product is not working,PHONE
1660,824,negative,0,negative,phone keeps on restarting frequently.,PHONE
1661,824,negative,0,negative,The battery backup is very bad,PHONE
1662,824,negative,0,negative,The product is not worth the money at all.,GENERAL_FEEDBACK
1663,825,negative,0,negative,This Lenovo divice is overheated while charging and while mobile data turned on.,PHONE
1664,826,negative,1,negative,Lenovo not give the task manager,PHONE
1665,826,negative,1,positive,camera is best,PHONE
1666,826,negative,1,negative,one speaker is not work.,PHONE
1667,826,negative,1,positive,cellular network is very good.,PHONE
1668,827,positive,1,positive,I use this phone i feel good,GENERAL_FEEDBACK
1670,828,negative,0,negative,Specification says its a VoLTE supported phone but in reality its NOT.,PHONE
1669,828,negative,0,positive,Its deliver 1day prior to scheduled time which was nice.,INFRASTRUCTURE
1671,829,positive,1,positive,the 4000 mAh battery is good enough for a full day's work.,PHONE
1672,829,positive,1,positive,it's the smoothest phone that I have used till date.,PHONE
1673,829,positive,1,positive,the front and rear cameras perform good.,PHONE
1674,829,positive,1,positive,The built quality is also descent,PHONE
1675,829,positive,1,positive,the sound quality which is good being backed by dolby Atmos .,PHONE
1676,830,negative,0,negative,battery is overheating so much,PHONE
1677,830,negative,0,negative,Very bad product from lenovo,GENERAL_FEEDBACK
1680,831,negative,0,negative,Charging is not fast.,PHONE
1679,831,negative,0,negative,the SIM slot was not opening at all.,PHONE
1678,831,negative,0,positive,Dual camera is better than regular 13 MP.,PHONE
1681,832,negative,0,negative,"Lot's of issues, bo not buy this phone",GENERAL_FEEDBACK
1682,833,positive,1,positive,Super,GENERAL_FEEDBACK
1683,834,negative,0,negative,Not so good.,GENERAL_FEEDBACK
1684,834,negative,0,negative,The phone is little bit slow,PHONE
1685,834,negative,0,negative,battery is not that good.,PHONE
1686,835,negative,1,positive,"Overall satisfied, value for money no doubt in that.",GENERAL_FEEDBACK
1687,835,negative,1,negative,battery performance is not up to Mark.,PHONE
1688,835,negative,1,negative,Turbo charger also not giving any speed to change fast.,PHONE
1690,836,positive,1,positive,lt's very awesome handset and features are excellent,GENERAL_FEEDBACK
1689,836,positive,1,positive,it's easy to operate,PHONE
1691,837,negative,0,negative,the battery is like 2000 mah,PHONE
1692,837,negative,0,negative,the mobile sucks waste of money,GENERAL_FEEDBACK
1693,837,negative,0,negative,Camera not capturing pictures,PHONE
1699,838,negative,0,negative,Dual rear camera is not working.,PHONE
1697,838,negative,0,negative,Incoming calls not receiving at times,PHONE
1698,838,negative,0,negative,Battery is taking 4 hours to charge and getting drain in 6 hours.,PHONE
1695,838,negative,0,negative,Heating issue comes after some hour use.,PHONE
1694,838,negative,0,negative,Always hanging this phone,PHONE
1696,838,negative,0,negative,battery draining is very fast.,PHONE
1700,839,negative,0,negative,The games start to lag a little bit after playing for a hour,PHONE
1701,839,negative,0,negative,and gets heated up,PHONE
1702,839,negative,0,positive,phone have rigid body,PHONE
1703,840,negative,1,negative,but battery is not much like 4000,PHONE
1704,840,negative,1,positive,Phone is good...best in class,GENERAL_FEEDBACK
1705,841,positive,1,positive,this is a perfect smart phone that anyone can have it.,GENERAL_FEEDBACK
1706,842,negative,0,negative,There is a heating issue in this device,PHONE
1707,842,negative,0,negative,finger print sensor does not work in 1st time,PHONE
1709,843,negative,1,negative,Heating up like a hell.,PHONE
1708,843,negative,1,negative,"If you're a gamer, I'd recommend not to buy this phone.",PHONE
1710,844,positive,1,positive,Jhakass,GENERAL_FEEDBACK
1711,845,positive,1,positive,Fully satisfied with the product. HAPPY :),GENERAL_FEEDBACK
1712,846,negative,0,negative,Turbo charger is not working.,PHONE
1713,846,negative,0,negative,camera picture quality is worse,PHONE
1714,847,positive,1,positive,"It's awesome phone with powerfull battery,ram,dual camera",PHONE
1717,848,negative,0,negative,it will take more time almost 6hrs to complete full charge,PHONE
1715,848,negative,0,negative,phone is getting too heat while charging.,PHONE
1716,848,negative,0,negative,phone getting discharged fastly,PHONE
1718,849,negative,0,negative,Waste of money,GENERAL_FEEDBACK
1723,850,positive,1,positive,it is giving the performance for the price which you are paying.,PHONE
1722,850,positive,1,negative,Camera is also average.,PHONE
1719,850,positive,1,positive,If you are looking for simple and sweet phone then go with this handset.,GENERAL_FEEDBACK
